EmpID,FirstName,LastName,Age,GenderCode,Title,DepartmentType,MonthlySalary,Bonus,AnnualSalary,EmployeeStatus,EmployeeType,WEmail,BusinessUnit,Supervisor,ExitDate,StartDate,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,Division,DOB,State,JobFunctionDescription,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1791,Marvin,Abbott,44,Female,Production Technician I,Production       ,372,27.56,4794.72,Active,Contract,Marvin.Abbott@mwd.com,MSC,Becky Cardenas,2023-04-25T18:30:00.000Z,2021-03-05T18:30:00.000Z,Zone A,Temporary,Resignation,Year prove but moment house defense.,Wireline Construction,02-08-1981,MA,Clerk,9310,Hispanic,Divorced,Fully Meets,3
2324,Aspen,Dixon,29,Female,Production Manager,Production       ,376,23.5,4794,Terminated for Cause,Part-Time,Aspen.Dixon@mwd.com,BPC,Justin Perez,2023-02-14T18:30:00.000Z,2021-07-22T18:30:00.000Z,Zone A,Temporary,Involuntary,International time want art own sit.,General - Con,17-07-1996,MA,Splicer,94592,Black,Widowed,Fully Meets,4
1485,Krystal,Atkinson,54,Female,Production Technician I,Production       ,368,31.1,4789.2,Active,Contract,Krystal.Atkinson@mwd.com,PL,Dennis Yates,2023-04-01T18:30:00.000Z,2021-03-04T18:30:00.000Z,Zone A,Part-Time,Involuntary,Top ability sit onto so.,Aerial,16-12-1971,MA,Laborer,92712,Asian,Married,Exceeds,3
3592,Andre,Guzman,27,Male,Production Technician I,Production       ,376,23.02,4788.24,Future Start,Contract,Andre.Guzman@mwd.com,TNS,Mrs. Audrey Gonzalez DDS,2022-06-17T18:30:00.000Z,2021-10-04T18:30:00.000Z,Zone B,Full-Time,Voluntary,Particular network available hospital.,Field Operations,23-12-1998,MA,Technician,9454,Other,Single,Fully Meets,3
2705,Lea,Cantu,25,Female,Area Sales Manager,Sales,399,0,4788,Active,Full-Time,Lea.Cantu@mwd.com,MSC,Donna Hurst,,2018-11-03T18:30:00.000Z,Zone B,Temporary,Unk,,General - Con,24-10-2000,AZ,Supervisor,57908,Hispanic,Divorced,Fully Meets,2
2687,Bruno,Ashley,80,Male,Area Sales Manager,Sales,352,46.93,4787.16,Active,Part-Time,Bruno.Ashley@mwd.com,WBL,Christopher Black,,2021-06-20T18:30:00.000Z,Zone A,Full-Time,Unk,,Engineers,16-03-1945,AZ,Engineer,88522,White,Single,Fully Meets,2
2334,Iris,Preston,42,Male,Data Analyst,IT/IS,372,26.89,4786.68,Active,Contract,Iris.Preston@mwd.com,CCDR,Alexandria Hahn,2022-09-02T18:30:00.000Z,2021-07-20T18:30:00.000Z,Zone A,Temporary,Retirement,According term along ago leave.,Engineers,19-02-1983,MA,Engineer,93589,Asian,Single,Fully Meets,4
3622,Danika,Fleming,30,Female,Production Technician II,Production       ,375,23.68,4784.16,Active,Part-Time,Danika.Fleming@mwd.com,SVG,Christopher Ayers,2021-07-09T18:30:00.000Z,2020-07-08T18:30:00.000Z,Zone A,Temporary,Resignation,Song remember visit finish edge difficult down.,Field Operations,16-10-1995,MA,Laborer,75607,Hispanic,Divorced,Fully Meets,3
3642,Karissa,Carrillo,47,Male,Production Technician I,Production       ,370,28.46,4781.52,Future Start,Contract,Karissa.Carrillo@mwd.com,MSC,Alexandra Martin,2021-11-11T18:30:00.000Z,2020-04-28T18:30:00.000Z,Zone B,Full-Time,Retirement,Cold dinner seat property a hear.,Field Operations,31-05-1978,MA,Laborer,7474,Black,Single,Fully Meets,3
3475,Vance,Trujillo,68,Male,Area Sales Manager,Sales,360,37.89,4774.68,Active,Full-Time,Vance.Trujillo@mwd.com,TNS,Rebecca Simpson,2023-04-12T18:30:00.000Z,2021-09-20T18:30:00.000Z,Zone C,Temporary,Resignation,Expert challenge education air none money wide.,General - Con,25-12-1957,IN,Foreman,90406,Asian,Widowed,Fully Meets,2
3867,Lena,Sandoval,39,Male,Network Engineer,Executive Office,371,25.88,4762.56,Active,Part-Time,Lena.Sandoval@mwd.com,PYZ,Heather Hill,,2018-08-25T18:30:00.000Z,Zone B,Full-Time,Unk,,Catv,21-10-1986,MA,Clerk,5363,Other,Widowed,Fully Meets,3
1300,Nia,Nicholson,58,Female,Production Technician II,Production       ,364,32.6,4759.2,Active,Contract,Nia.Nicholson@mwd.com,CCDR,Angela Garcia,,2021-06-11T18:30:00.000Z,Zone B,Temporary,Unk,,Field Operations,05-09-1967,MA,Laborer,91189,Black,Married,Fully Meets,3
1757,Leia,Mccann,40,Female,Production Technician I,Production       ,370,26.12,4753.44,Active,Full-Time,Leia.Mccann@mwd.com,MSC,Rebecca Conway,,2020-01-08T18:30:00.000Z,Zone A,Temporary,Unk,,Finance & Accounting,01-02-1985,MA,Director,74346,White,Widowed,Fully Meets,3
3530,Zariah,Black,32,Female,Area Sales Manager,Sales,372,24,4752,Active,Full-Time,Zariah.Black@mwd.com,TNS,Jenna Weaver,,2019-11-12T18:30:00.000Z,Zone B,Part-Time,Unk,,Field Operations,16-06-1993,CA,Tower Hand,62321,Black,Widowed,Fully Meets,2
1719,Katelyn,Stevens,32,Male,BI Developer,IT/IS,372,24,4752,Active,Contract,Katelyn.Stevens@mwd.com,SVG,James Johnson,,2021-07-14T18:30:00.000Z,Zone B,Temporary,Unk,,Field Operations,10-05-1993,MA,Laborer,93155,Hispanic,Widowed,Fully Meets,3
1707,Quentin,Calderon,31,Male,BI Developer,IT/IS,372,23.74,4748.88,Active,Part-Time,Quentin.Calderon@mwd.com,PL,Charles Mcdonald,2023-07-19T18:30:00.000Z,2021-09-23T18:30:00.000Z,Zone C,Full-Time,Voluntary,Fly see experience age Republican.,Wireline Construction,20-03-1994,MA,Clerk,93935,Asian,Married,Fully Meets,3
2167,Kendrick,Ashley,34,Female,Production Technician II,Production       ,371,24.46,4745.52,Future Start,Part-Time,Kendrick.Ashley@mwd.com,SVG,Theresa Olson,2020-08-09T18:30:00.000Z,2018-12-29T18:30:00.000Z,Zone B,Temporary,Voluntary,Maintain race expert cost continue store.,Technology / It,27-11-1991,MA,Administrator,5348,Hispanic,Divorced,Exceeds,3
3459,Saniya,Yu,81,Male,Area Sales Manager,Sales,348,47.45,4745.4,Future Start,Part-Time,Saniya.Yu@mwd.com,CCDR,Erin Bailey,2022-06-20T18:30:00.000Z,2021-04-17T18:30:00.000Z,Zone A,Full-Time,Retirement,Science end approach democratic treatment.,General - Con,09-02-1944,TX,Splicer,8779,Black,Widowed,Exceeds,2
2153,Alfred,Caldwell,81,Female,Production Technician I,Production       ,348,47.45,4745.4,Active,Contract,Alfred.Caldwell@mwd.com,BPC,Isaiah Giles,,2019-06-14T18:30:00.000Z,Zone C,Part-Time,Unk,,Project Management - Con,10-09-1944,MA,Model Assistant,58613,Other,Married,Exceeds,4
2252,Ricardo,Fitzgerald,52,Male,IT Manager - Infra,IT/IS,365,30,4740,Active,Contract,Ricardo.Fitzgerald@mwd.com,WBL,Sarah Robinson,,2020-12-07T18:30:00.000Z,Zone B,Part-Time,Unk,,Field Operations,12-11-1973,MA,Coordinator,73648,White,Widowed,Fully Meets,4
3696,Aldo,Dyer,36,Female,Production Technician II,Production       ,370,24.94,4739.28,Voluntarily Terminated,Contract,Aldo.Dyer@mwd.com,TNS,Chase Ramirez,2023-05-25T18:30:00.000Z,2020-09-01T18:30:00.000Z,Zone B,Part-Time,Resignation,Arrive its during organization about.,Wireless,07-10-1989,MA,Foreman,74423,Hispanic,Widowed,PIP,3
3913,Henry,Zimmerman,83,Female,Sr. Network Engineer,IT/IS,345,49.29,4731.48,Leave of Absence,Full-Time,Henry.Zimmerman@mwd.com,BPC,Rodney Hart,2022-06-07T18:30:00.000Z,2020-01-13T18:30:00.000Z,Zone A,Part-Time,Resignation,Management so author training floor stage could.,Project Management - Con,02-06-1942,MA,Purchasing,69903,White,Married,Fully Meets,3
3331,Sydney,Chang,62,Female,Production Technician I,Production       ,360,34.29,4731.48,Active,Full-Time,Sydney.Chang@mwd.com,CCDR,Stephanie Pierce,2020-10-15T18:30:00.000Z,2019-03-23T18:30:00.000Z,Zone A,Part-Time,Voluntary,Hair language song. Account father send talk.,Field Operations,06-11-1963,MA,Technician,6014,Other,Single,Fully Meets,2
2682,Keagan,Hutchinson,49,Male,Area Sales Manager,Sales,365,28.82,4725.84,Active,Contract,Keagan.Hutchinson@mwd.com,NEL,Zachary Ortiz,,2020-07-27T18:30:00.000Z,Zone A,Temporary,Unk,,Field Operations,05-06-1976,NY,Supervisor,73798,Asian,Widowed,Fully Meets,2
3954,Denisse,Hayes,79,Female,Database Administrator,IT/IS,348,45.39,4720.68,Active,Full-Time,Denisse.Hayes@mwd.com,CCDR,Gerald Carey,,2021-10-17T18:30:00.000Z,Zone B,Temporary,Unk,,General - Con,11-11-1946,MA,Flagger,87816,Hispanic,Married,Fully Meets,3
2852,Eden,Levy,79,Male,Production Technician I,Production       ,348,45.39,4720.68,Active,Part-Time,Eden.Levy@mwd.com,NEL,Brianna Butler,,2021-12-05T18:30:00.000Z,Zone C,Temporary,Unk,,Field Operations,20-11-1946,MA,Laborer,87984,Other,Widowed,Fully Meets,1
2678,Presley,Dodson,59,Male,Area Sales Manager,Sales,360,32.73,4712.76,Active,Full-Time,Presley.Dodson@mwd.com,MSC,Bruce Roy,,2021-05-29T18:30:00.000Z,Zone C,Part-Time,Unk,,Field Operations,01-05-1966,ID,Laborer,90990,White,Single,Fully Meets,5
3293,Lillianna,Hill,58,Female,Production Technician I,Production       ,360,32.24,4706.88,Voluntarily Terminated,Contract,Lillianna.Hill@mwd.com,WBL,Cindy Ruiz,2022-11-28T18:30:00.000Z,2021-04-08T18:30:00.000Z,Zone C,Full-Time,Retirement,Toward make herself high red writer week.,General - Con,01-09-1967,MA,Technician,90732,Black,Married,Fully Meets,3
3362,Tony,Cooke,58,Female,Production Technician I,Production       ,360,32.24,4706.88,Active,Full-Time,Tony.Cooke@mwd.com,EW,Linda Gonzales,,2021-08-01T18:30:00.000Z,Zone C,Temporary,Unk,,Field Operations,10-11-1967,MA,Laborer,90552,Asian,Widowed,Exceeds,1
2336,Walter,Dominguez,41,Female,Production Manager,Production       ,366,26.14,4705.68,Active,Contract,Walter.Dominguez@mwd.com,CCDR,Tim Wilcox,,2019-10-05T18:30:00.000Z,Zone A,Full-Time,Unk,,General - Con,06-05-1984,MA,Foreman,61633,Other,Single,Fully Meets,4
3130,Kennedy,Beard,44,Female,Production Technician I,Production       ,365,27.04,4704.48,Active,Part-Time,Kennedy.Beard@mwd.com,CCDR,Scott Dawson,2023-01-13T18:30:00.000Z,2020-08-09T18:30:00.000Z,Zone A,Temporary,Voluntary,Read nice continue itself attack happen.,Wireline Construction,09-05-1981,MA,Manager,73890,Black,Widowed,Fully Meets,5
1996,Gaige,Marsh,33,Female,Production Technician II,Production       ,368,24,4704,Active,Part-Time,Gaige.Marsh@mwd.com,PYZ,Carrie Davidson,2021-11-20T18:30:00.000Z,2021-10-23T18:30:00.000Z,Zone A,Temporary,Resignation,Win join best machine feel.,Aerial,10-07-1992,MA,Lineman,92216,White,Single,Fully Meets,3
2253,Steven,Jarvis,43,Female,IT Support,IT/IS,365,26.71,4700.52,Active,Full-Time,Steven.Jarvis@mwd.com,PYZ,Mark Parker,,2020-11-16T18:30:00.000Z,Zone A,Full-Time,Unk,,Field Operations,05-02-1982,MA,Technician,73024,Other,Single,Fully Meets,1
3400,Lorenzo,Short,55,Female,Production Technician I,Production       ,360,30.86,4690.32,Active,Full-Time,Lorenzo.Short@mwd.com,MSC,Samantha Thomas,,2021-09-20T18:30:00.000Z,Zone C,Temporary,Unk,,Shop (Fleet),04-06-1970,MA,Mechanic,90974,Black,Divorced,Fully Meets,1
3368,Karli,Parks,35,Male,Production Technician II,Production       ,366,24.4,4684.8,Leave of Absence,Part-Time,Karli.Parks@mwd.com,CCDR,Benjamin Cook,2023-05-13T18:30:00.000Z,2019-11-13T18:30:00.000Z,Zone B,Part-Time,Retirement,These these by when here attorney special.,Field Operations,07-02-1990,MA,Apprentice,61176,Black,Married,Exceeds,5
3675,Mario,Mays,73,Female,Production Technician II,Production       ,350,40.38,4684.56,Active,Full-Time,Mario.Mays@mwd.com,CCDR,Melissa Torres,2022-12-28T18:30:00.000Z,2020-06-07T18:30:00.000Z,Zone C,Full-Time,Resignation,Herself others song center word almost without.,Engineers,28-08-1952,MA,Technician,70090,Hispanic,Divorced,Fully Meets,3
2527,Nylah,Hood,34,Male,BI Developer,IT/IS,366,24.13,4681.56,Active,Full-Time,Nylah.Hood@mwd.com,PL,Brenda Salas,,2019-07-21T18:30:00.000Z,Zone A,Temporary,Unk,,Engineers,14-06-1991,MA,Project Manager,61715,Asian,Married,Fully Meets,2
1445,Connor,Larsen,62,Female,Production Technician I,Production       ,356,33.9,4678.8,Future Start,Part-Time,Connor.Larsen@mwd.com,MSC,Felicia Goodwin,2022-09-28T18:30:00.000Z,2021-09-04T18:30:00.000Z,Zone C,Part-Time,Voluntary,Party make program beat.,Aerial,16-12-1963,MA,Labor,89203,White,Married,Exceeds,3
2372,Junior,York,33,Female,Data Analyst,Production       ,366,23.87,4678.44,Active,Full-Time,Junior.York@mwd.com,CCDR,Lisa Davis,2021-12-05T18:30:00.000Z,2019-08-04T18:30:00.000Z,Zone A,Part-Time,Involuntary,Skin none party discover fact low buy ok.,Field Operations,10-03-1992,MA,Driller,61932,Hispanic,Single,Fully Meets,2
1561,Shamar,Cross,69,Female,Production Technician I,Production       ,352,37.71,4676.52,Active,Contract,Shamar.Cross@mwd.com,PL,Jordan Medina,,2021-02-11T18:30:00.000Z,Zone C,Full-Time,Unk,,General - Con,29-05-1956,MA,Clerk,88833,Hispanic,Single,Fully Meets,3
1935,Jordin,Lozano,51,Male,Production Technician II,Sales,360,29.19,4670.28,Active,Part-Time,Jordin.Lozano@mwd.com,TNS,Brent Hickman,,2019-01-02T18:30:00.000Z,Zone A,Temporary,Unk,,Yard (Material Handling),01-12-1974,MA,Coordinator,60994,Hispanic,Divorced,Fully Meets,3
1613,Beau,Barron,30,Female,Production Technician I,Production       ,366,23.12,4669.44,Active,Contract,Beau.Barron@mwd.com,PYZ,Taylor Cruz,2020-07-31T18:30:00.000Z,2019-09-25T18:30:00.000Z,Zone C,Full-Time,Voluntary,Real public realize evening building middle.,Field Operations,03-07-1995,MA,Laborer,61768,Other,Single,Exceeds,3
2779,Lilly,Huynh,68,Male,Production Technician I,Production       ,352,37.05,4668.6,Active,Contract,Lilly.Huynh@mwd.com,NEL,Adam Murphy,2022-06-19T18:30:00.000Z,2021-12-07T18:30:00.000Z,Zone A,Part-Time,Resignation,Exist how dog information accept around PM.,Field Operations,16-07-1957,MA,Laborer,88158,Hispanic,Married,Fully Meets,2
3457,Milton,Wall,78,Female,Area Sales Manager,Sales,345,44.04,4668.48,Active,Full-Time,Milton.Wall@mwd.com,PL,Sara Bell,,2020-09-24T18:30:00.000Z,Zone B,Temporary,Unk,,Engineers,23-08-1947,KY,Technician,69189,White,Divorced,Needs Improvement,3
3318,Maddison,Dixon,29,Male,Production Technician I,Production       ,366,22.88,4666.56,Leave of Absence,Part-Time,Maddison.Dixon@mwd.com,BPC,Thomas Figueroa,2022-02-09T18:30:00.000Z,2019-11-17T18:30:00.000Z,Zone A,Full-Time,Resignation,Make oil new effort begin. Smile work dinner.,People Services,08-12-1996,MA,Administrator,61532,White,Divorced,Fully Meets,3
2025,Shamar,Herman,50,Female,Production Technician II,Production       ,360,28.8,4665.6,Active,Part-Time,Shamar.Herman@mwd.com,MSC,Jason Johnson,2023-02-11T18:30:00.000Z,2021-01-28T18:30:00.000Z,Zone C,Temporary,Resignation,Form prepare beat focus direction marriage.,Field Operations,11-04-1975,MA,Laborer,90678,Asian,Single,Fully Meets,3
3956,Aliana,Shaw,28,Female,Database Administrator,IT/IS,366,22.64,4663.68,Active,Contract,Aliana.Shaw@mwd.com,EW,Joseph Shelton,2023-03-07T18:30:00.000Z,2019-08-06T18:30:00.000Z,Zone A,Temporary,Retirement,Billion same enter green imagine mouth country.,General - Sga,02-01-1997,TX,Foreman,6158,Black,Widowed,Fully Meets,3
1117,Payten,Middleton,28,Male,Production Technician I,Production       ,366,22.64,4663.68,Voluntarily Terminated,Full-Time,Payten.Middleton@mwd.com,TNS,Dennis Martinez,2019-03-05T18:30:00.000Z,2019-02-20T18:30:00.000Z,Zone C,Temporary,Resignation,Place impact which although.,General - Con,23-08-1997,MA,Technician,6139,Other,Divorced,Fully Meets,3
1448,Shiloh,Baird,49,Female,Production Technician I,Production       ,360,28.42,4661.04,Active,Part-Time,Shiloh.Baird@mwd.com,WBL,Jesus Mejia,,2020-09-12T18:30:00.000Z,Zone A,Part-Time,Unk,,General - Con,13-08-1976,MA,Technician,72868,Other,Single,Needs Improvement,3
2964,Alyssa,Proctor,67,Female,Production Technician I,Production       ,352,36.41,4660.92,Active,Part-Time,Alyssa.Proctor@mwd.com,TNS,Elizabeth Fields,,2021-05-14T18:30:00.000Z,Zone B,Full-Time,Unk,,Field Operations,02-06-1958,MA,Driller,88998,Other,Divorced,Fully Meets,2
2901,Deshawn,Ayers,34,Female,Production Technician I,Production       ,364,24,4656,Active,Part-Time,Deshawn.Ayers@mwd.com,PYZ,Yesenia Hawkins,2019-04-23T18:30:00.000Z,2018-10-20T18:30:00.000Z,Zone A,Part-Time,Involuntary,Although allow describe school meet argue office.,Wireline Construction,21-12-1991,MA,Foreman,52065,White,Single,Fully Meets,4
2556,Kaiden,Cunningham,29,Male,Director of Sales,Sales,365,22.81,4653.72,Active,Part-Time,Kaiden.Cunningham@mwd.com,CCDR,John Smith,2022-05-29T18:30:00.000Z,2020-12-09T18:30:00.000Z,Zone A,Full-Time,Voluntary,Develop together popular be.,Project Management - Eng,25-04-1996,MA,Manager,73638,White,Married,Fully Meets,2
2152,Alexis,Kirby,69,Female,Production Technician I,Production       ,350,37.5,4650,Active,Part-Time,Alexis.Kirby@mwd.com,WBL,Keith Odonnell,,2020-10-06T18:30:00.000Z,Zone C,Temporary,Unk,,Engineers,07-01-1956,MA,Project Manager,70069,White,Widowed,Exceeds,2
3731,Maximus,Fields,27,Male,Production Technician I,Production       ,365,22.35,4648.2,Active,Part-Time,Maximus.Fields@mwd.com,EW,Kimberly Phelps,2022-12-13T18:30:00.000Z,2020-02-27T18:30:00.000Z,Zone B,Part-Time,Retirement,Along black change charge particular conference.,Field Operations,04-07-1998,MA,Engineer,73555,Hispanic,Single,Fully Meets,3
1314,Marcel,Gomez,29,Female,Production Technician I,Production       ,364,22.75,4641,Active,Contract,Marcel.Gomez@mwd.com,WBL,Andrea Fowler,2023-06-20T18:30:00.000Z,2021-10-12T18:30:00.000Z,Zone C,Full-Time,Retirement,Nation local peace nation blue official six.,General - Con,30-08-1996,MA,Technician,91553,White,Divorced,Fully Meets,3
2230,Kane,Mcfarland,53,Female,IT Manager - Support,IT/IS,357,29.75,4641,Active,Part-Time,Kane.Mcfarland@mwd.com,PYZ,Jose Rivera,,2018-11-24T18:30:00.000Z,Zone A,Full-Time,Unk,,General - Con,20-08-1972,CT,Supervisor,51949,Hispanic,Married,Fully Meets,2
2009,Cayden,Maynard,28,Female,Production Technician I,Production       ,364,22.52,4638.24,Active,Contract,Cayden.Maynard@mwd.com,CCDR,Alexander Parker,,2021-11-16T18:30:00.000Z,Zone C,Temporary,Unk,,Project Management - Con,01-10-1997,MA,Engineer,9141,White,Widowed,Fully Meets,3
3610,Kayley,Myers,52,Female,Production Technician I,Production       ,357,29.34,4636.08,Active,Part-Time,Kayley.Myers@mwd.com,PYZ,Brian Arnold,,2018-10-10T18:30:00.000Z,Zone C,Full-Time,Unk,,Field Operations,07-04-1973,MA,Laborer,51430,Other,Single,Fully Meets,3
1325,Maximus,Carney,43,Female,Accountant I,Admin Offices,360,26.34,4636.08,Active,Contract,Maximus.Carney@mwd.com,TNS,Jesus Golden,,2019-11-15T18:30:00.000Z,Zone B,Temporary,Unk,,Engineers,02-05-1982,MA,Drafter,60432,Black,Divorced,Fully Meets,3
1705,Randall,Miller,67,Female,BI Director,IT/IS,350,36.21,4634.52,Active,Part-Time,Randall.Miller@mwd.com,EW,David Kirk,,2018-10-03T18:30:00.000Z,Zone B,Full-Time,Unk,,Project Management - Con,16-05-1958,MA,Intern,50425,Hispanic,Single,Fully Meets,3
2422,Rigoberto,Gibson,76,Male,Production Manager,Production       ,344,42.12,4633.44,Voluntarily Terminated,Part-Time,Rigoberto.Gibson@mwd.com,PL,Joseph Parker,2022-04-06T18:30:00.000Z,2021-12-20T18:30:00.000Z,Zone A,Temporary,Involuntary,Last conference eat store citizen.,General - Con,16-03-1949,MA,Laborer,86374,Hispanic,Widowed,Fully Meets,2
1132,Raymond,Ayers,62,Female,Production Technician I,Production       ,352,33.52,4626.24,Voluntarily Terminated,Contract,Raymond.Ayers@mwd.com,NEL,James Burgess,2023-05-02T18:30:00.000Z,2021-05-14T18:30:00.000Z,Zone B,Full-Time,Involuntary,Note claim hundred central bad.,Aerial,04-11-1963,MA,Laborer,88428,Hispanic,Widowed,Fully Meets,3
2495,Abel,Bush,55,Male,IT Director,IT/IS,355,30.43,4625.16,Active,Contract,Abel.Bush@mwd.com,NEL,John Jones,2023-02-25T18:30:00.000Z,2020-03-07T18:30:00.000Z,Zone B,Part-Time,Resignation,Method hundred lawyer feel interesting.,Fielders,26-01-1970,MA,Engineer,71472,Black,Married,Fully Meets,1
2550,Beckett,Beck,73,Female,Software Engineering Manager,Software Engineering,345,39.81,4617.72,Active,Contract,Beckett.Beck@mwd.com,WBL,Mark Cole,2021-11-02T18:30:00.000Z,2020-11-18T18:30:00.000Z,Zone A,Part-Time,Involuntary,Market remember too less bring simple sort.,General - Con,25-04-1952,MA,Flagger,69865,White,Widowed,Fully Meets,5
1062,Travis,Vasquez,56,Male,Software Engineer,Software Engineering,354,30.78,4617.36,Voluntarily Terminated,Part-Time,Travis.Vasquez@mwd.com,BPC,Amanda Hale,2020-01-13T18:30:00.000Z,2019-05-17T18:30:00.000Z,Zone A,Part-Time,Involuntary,Rise activity learn step power simple sure.,Engineers,03-11-1969,MA,Program Manager,59717,Hispanic,Married,Fully Meets,3
1248,Sarahi,Burke,37,Female,Production Technician I,Production       ,360,24.55,4614.6,Active,Part-Time,Sarahi.Burke@mwd.com,MSC,Theresa Miller,2021-11-30T18:30:00.000Z,2021-03-28T18:30:00.000Z,Zone B,Full-Time,Resignation,Suddenly free computer last spend.,Underground,09-09-1988,MA,Operator,90967,White,Divorced,Fully Meets,3
3112,Emanuel,George,79,Male,Production Technician I,Production       ,340,44.35,4612.2,Terminated for Cause,Part-Time,Emanuel.George@mwd.com,MSC,Molly Guerrero,2022-08-10T18:30:00.000Z,2021-10-07T18:30:00.000Z,Zone B,Full-Time,Involuntary,Past agreement focus back.,Shop (Fleet),15-11-1946,MA,Mechanic,85416,Asian,Single,Fully Meets,4
1690,Kyler,Morales,83,Male,Senior BI Developer,Admin Offices,336,48,4608,Active,Contract,Kyler.Morales@mwd.com,NEL,Tracy Price,2019-07-25T18:30:00.000Z,2019-02-25T18:30:00.000Z,Zone A,Temporary,Voluntary,Alone education career how difficult worry.,Yard (Material Handling),20-01-1942,MA,Administrative,56249,Black,Widowed,Fully Meets,3
2570,Ayden,Wu,34,Male,IT Director,IT/IS,360,23.74,4604.88,Active,Contract,Ayden.Wu@mwd.com,NEL,Tamara Adkins,2023-05-20T18:30:00.000Z,2019-06-15T18:30:00.000Z,Zone A,Full-Time,Voluntary,War model build important determine.,Field Operations,18-11-1991,MA,Laborer,60717,Black,Single,Fully Meets,4
2683,Charlize,Ballard,73,Female,Area Sales Manager,Sales,344,39.69,4604.28,Active,Contract,Charlize.Ballard@mwd.com,PL,Kimberly Soto,,2021-12-30T18:30:00.000Z,Zone A,Temporary,Unk,,General - Con,14-10-1952,WA,Laborer,86439,Other,Divorced,Fully Meets,4
1749,Kaeden,Gonzales,61,Female,Production Technician I,Production       ,350,32.81,4593.72,Active,Contract,Kaeden.Gonzales@mwd.com,PYZ,Kimberly Wilcox,,2020-11-25T18:30:00.000Z,Zone B,Temporary,Unk,,Field Operations,03-02-1964,MA,Project Manager,70227,Hispanic,Divorced,Fully Meets,3
3706,Mareli,Parker,51,Male,Production Technician I,Production       ,354,28.7,4592.4,Active,Full-Time,Mareli.Parker@mwd.com,WBL,Lisa Hamilton,,2019-09-22T18:30:00.000Z,Zone B,Part-Time,Unk,,Field Operations,08-11-1974,MA,Laborer,59933,White,Divorced,Exceeds,3
3096,Baron,Lindsey,51,Female,Production Technician II,Production       ,354,28.7,4592.4,Voluntarily Terminated,Contract,Baron.Lindsey@mwd.com,PL,Mr. Joseph Ashley,2023-04-08T18:30:00.000Z,2019-09-22T18:30:00.000Z,Zone B,Part-Time,Involuntary,Industry notice cup early.,Engineers,07-09-1974,MA,Technician,59014,Hispanic,Single,Fully Meets,5
3635,Kylee,Bates,47,Female,Production Technician I,Production       ,355,27.31,4587.72,Active,Part-Time,Kylee.Bates@mwd.com,WBL,Stephen Barron,,2020-10-25T18:30:00.000Z,Zone C,Part-Time,Unk,,Yard (Material Handling),12-03-1978,MA,Runner,71593,Hispanic,Single,Fully Meets,4
2149,Cheyanne,Hess,28,Female,Production Technician I,Production       ,360,22.27,4587.24,Voluntarily Terminated,Full-Time,Cheyanne.Hess@mwd.com,PYZ,Charles Williams,2023-06-26T18:30:00.000Z,2021-05-01T18:30:00.000Z,Zone A,Temporary,Involuntary,Development produce health drop should.,Project Management - Con,26-03-1997,MA,Coordinator,90636,White,Single,Exceeds,5
1620,Evie,Mclaughlin,58,Male,Production Technician I,Production       ,350,31.34,4576.08,Active,Contract,Evie.Mclaughlin@mwd.com,EW,David Browning,,2020-05-26T18:30:00.000Z,Zone A,Full-Time,Unk,,Executive,04-03-1967,MA,Executive Assistant,70072,Asian,Single,Needs Improvement,3
2056,Kelly,Ellis,68,Female,Production Technician I,Production       ,345,36.32,4575.84,Active,Contract,Kelly.Ellis@mwd.com,PYZ,Abigail Cooper,2022-02-25T18:30:00.000Z,2020-04-16T18:30:00.000Z,Zone A,Full-Time,Voluntary,Stock about front themselves list value.,Field Operations,25-07-1957,MA,Laborer,69455,White,Divorced,Fully Meets,3
1208,Jazlene,Mcdaniel,46,Female,Production Manager,Production       ,354,26.89,4570.68,Active,Contract,Jazlene.Mcdaniel@mwd.com,NEL,Melissa Greene,2019-10-24T18:30:00.000Z,2019-08-16T18:30:00.000Z,Zone A,Part-Time,Retirement,Decision example see low someone. Ball week that.,Wireline Construction,30-12-1979,MA,Laborer,59862,Black,Single,Fully Meets,3
1193,Jamarion,Mitchell,75,Female,Production Technician I,Production       ,340,40.8,4569.6,Voluntarily Terminated,Full-Time,Jamarion.Mitchell@mwd.com,SVG,Anna Meyers,2022-01-22T18:30:00.000Z,2020-02-05T18:30:00.000Z,Zone B,Temporary,Involuntary,Onto focus address treat before ability.,Aerial,18-09-1950,MA,Foreman,68342,Black,Married,Fully Meets,3
1194,Gabrielle,Hardy,72,Male,Production Technician I,Production       ,342,38.72,4568.64,Voluntarily Terminated,Full-Time,Gabrielle.Hardy@mwd.com,EW,Christopher Levy,2021-08-05T18:30:00.000Z,2019-01-13T18:30:00.000Z,Zone C,Temporary,Resignation,Tonight answer benefit second commercial law.,Field Operations,08-03-1953,MA,Foreman,5779,Asian,Widowed,Fully Meets,3
2741,Kellen,Hill,51,Male,Area Sales Manager,Sales,352,28.54,4566.48,Active,Full-Time,Kellen.Hill@mwd.com,TNS,Ronald Mata,2022-05-04T18:30:00.000Z,2021-07-28T18:30:00.000Z,Zone A,Part-Time,Resignation,Amount address then peace deep community own six.,Wireline Construction,27-10-1974,NY,Technician,88627,Asian,Divorced,Fully Meets,4
